Player,Current Team,Shot Team,Month,Year,Opponent,Opp. GK,Foot,Run up speed,Kick speed,X,Y,Result
Anthony Velarde,,Pittsburgh Riverhounds,9,2020,Hartford Athletic,None,Left,Fast,Fast,9,0,Goal
Anthony Velarde,,Pittsburgh Riverhounds,9,2020,Loudoun United,None,Left,Fast,Medium,3,0,Goal
Jesus Partida,,"University of Nevada, Las Vegas",11,2021,Dixie State,None,Left,Medium,Medium,2,0,Goal
Jesus Partida,,"University of Nevada, Las Vegas",10,2021,Chicago State,None,Left,Medium,Fast,6,2,Goal
Jesus Partida,,"University of Nevada, Las Vegas",9,2021,UC Irvine,None,Left,Medium,Medium,9,1,Goal
Jesus Partida,,"University of Nevada, Las Vegas",4,2021,University of Seattle,None,Left,Medium,Medium,2,0,Goal
Diego Casillas,,LA Force,9,2021,Chattanooga Red Wolves,None,Right,,,,,Goal
Cherif Dieye,,New York Red Bulls II,8,2020,Loudoun United,None,Right,Medium,Fast,2,0,Save
Jose Carrera,,Chattanooga Red Wolves,8,2022,Charlotte Independence,None,Right,Medium,Slow,6,1,Save
Jose Carrera,,Chattanooga Red Wolves,10,2021,North Carolina FC,None,Right,Medium,Medium,3,0,Save
Jose Carrera,,Las Vegas Lights,7,2020,San Diego Loyal,None,Right,Medium,Medium,4,0,Save
Villyan Bijev,,Central Valley Fuego,8,2022,Union Omaha,None,Right,Fast,Medium,2,0,Save
Villyan Bijev,,OKC Energy,8,2021,Atlanta United II,None,Right,Fast,Medium,2,0,Goal
Villyan Bijev,,OKC Energy,8,2021,Louisville City,None,Right,Fast,Medium,2,0,Goal
Villyan Bijev,,OKC Energy,6,2021,Sporting Kansas City II,None,Right,Fast,Fast,9,0,Goal
Villyan Bijev,,OKC Energy,6,2021,Birmingham Legion,None,Right,Fast,Medium,9,0,Goal
Villyan Bijev,,Sacramento Republic,8,2020,Reno 1868,None,Right,Fast,Fast,9,0,Goal
Villyan Bijev,,Portland Timbers II,8,2017,Colorado Springs,None,Right,Fast,Fast,4,2,Save
Villyan Bijev,,Portland Timbers II,7,2017,Orange County SC,None,Right,Fast,Medium,2,0,Goal
Villyan Bijev,,Portland Timbers II,6,2017,OKC Energy,None,Right,Fast,Medium,8,0,Goal
Villyan Bijev,,Portland Timbers II,4,2017,Sacramento Republic,None,Right,Fast,Slow,8,2,Goal
Villyan Bijev,,Portland Timbers II,4,2017,Seattle Sounders II,None,Right,Fast,Fast,3,1,Save
Villyan Bijev,,Portland Timbers II,9,2016,OKC Energy,None,Right,Medium,Slow,7,3,Goal
Villyan Bijev,,Portland Timbers II,5,2016,Seattle Sounders II,None,Right,Medium,Medium,10,0,Miss
Villyan Bijev,,Liverpool U21,8,2013,Southampton U21,None,Right,Medium,Medium,9,1,Goal
Matthew Mahoney,,Bethlehem Steel,10,2018,Pittsburgh Riverhounds,None,Medium,Medium,Medium,8,1,Goal
Oskar Agren,,San Jose Earthquakes,5,2022,Seattle Sounders,None,Right,Medium,Medium,8,0,Goal
Oskar Agren,,San Jose Earthquakes II,4,2022,Tacoma Defiance,None,Right,Medium,Fast,9,0,Goal
Oskar Agren,,Clemson Tigers,12,2021,Notre Dame Fighting Irish,None,Right,Medium,Medium,2,0,Goal
Oskar Agren,,Clemson Tigers,12,2021,Oregon State Beavers,None,Right,Medium,Medium,7,0,Goal
Oskar Agren,,Clemson Tigers,11,2021,Denver Pioneers,None,Right,Medium,Medium,5,0,Goal
Oskar Agren,,Clemson Tigers,10,2021,FIU Panthers,None,Right,Medium,Fast,9,0,Goal
Oskar Agren,,Clemson Tigers,5,2021,Marshall Thundering Herd,None,Right,Medium,Medium,8,1,Goal
Oskar Agren,,Clemson Tigers,3,2021,Syracuse Orange,None,Right,Slow,Medium,3,0,Save
Drew Skundrich,,Bethlehem Steel,10,2018,Pittsburgh Riverhounds,None,Right,Fast,Fast,9,0,Goal
Deshane Beckford,,Colorado Springs Switchbacks,8,2021,Rio Grande Valley,None,Right,Medium,Medium,7,0,Save
Zach Zandi,,Colorado Springs Switchbacks,3,2023,San Antonio FC,None,Right,Slow,Fast,8,0,Save
Maalique Foster,,Colorado Springs Switchbacks,4,2023,Pittsburgh Riverhounds,None,Right,Slow,Slow,4,0,Save
Maalique Foster,,Sacramento Republic,10,2022,LA Galaxy II,None,Right,Medium,Medium,1,0,Miss
Maalique Foster,,Sacramento Republic,7,2022,Sporting Kansas City,None,Right,Medium,Slow,5,1,Goal
Maalique Foster,,Rio Grande Valley,3,2019,Fresno FC,None,Right,Medium,Medium,10,0,Miss
Devon Williams,,Miami FC,8,2021,Hartford Athletic,None,Right,Fast,Fast,8,0,Save
Devon Williams,,Miami FC,8,2021,Pittsburgh Riverhounds,None,Right,Fast,Fast,3,0,Goal
Devon Williams,,Louisville City,9,2017,Pittsburgh Riverhounds,None,Right,MFast,Fast,3,0,Goal
James Musa,,Swope Park Rangers,11,2017,OKC Energy,None,Left,Medium,Fast,3,2,Goal
Jairo Henriquez,,Colorado Springs Switchbacks,6,2023,Orange County SC,None,Right,Medium,Fast,2,0,Goal
Jairo Henriquez,,Colorado Springs Switchbacks,7,2022,Charleston Battery,None,Right,Slow,Fast,2,0,Goal
Jairo Henriquez,,Aguila,5,2022,Alianza,None,Right,Slow,Fast,2,2,Goal
Romario Williams,,Colorado Springs Switchbacks,5,2023,El Paso Locomotive,None,Right,Medium,Fast,9,0,Goal
Romario Williams,,Miami FC,10,2020,Atlanta United II,None,Right,Slow,Fast,2,2,Goal
Romario Williams,,Miami FC,8,2020,Charlotte Independence,None,Right,Medium,Medium,3,1,Save
Romario Williams,,Miami FC,3,2020,Saint Louis FC,None,Right,Medium,Medium,2,0,Goal
Aaron Wheeler,,Harrisburg City Islanders,3,2017,Richmond Kickers,None,Right,Medium,Fast,4,0,Save
Romario Williams,,Colorado Springs Switchbacks,7,2023,Monterey Bay FC,Carlos Herrera,Right,Medium,Fast,8,0,Goal
Rhys Williams,,Detroit City,5,2022,Louisville City,None,Right,Medium,Medium,8,0,Save
Stephen Carroll,,Detroit City,5,2022,Louisville City,None,Right,Medium,Fast,7,3,Miss
Maxi Rodriguez,,Detroit City,6,2023,Hartford Athletic,None,Right,Medium,Medium,2,0,Save
Maxi Rodriguez,,Detroit City,7,2022,New Mexico United,None,Right,Medium,Medium,2,0,Goal
Maxi Rodriguez,,Detroit City,5,2022,Louisville City,None,Right,Medium,Medium,9,0,Goal
Maxi Rodriguez,,Detroit City,5,2022,Louisville City,None,Right,Medium,Medium,8,1,Goal
Maxi Rodriguez,,Detroit City,4,2022,Columbus Crew,None,Right,Medium ,Fast,2,0,Goal
Maxi Rodriguez,,Detroit City,3,2022,Pittsburgh Riverhounds,None,Right,Medium,Medium,2,0,Goal
Abdoulaye Diop,,Atlanta United II,10,2021,Memphis 901,None,Right,Medium,Fast,2,1,Goal
Andrew Billhardt,,South Georgia Tormenta,9,2022,Richmond Kickers,None,Left,Medium,Fast,8,0,Goal
Andrew Billhardt,,USF Bulls,11,2019,SMU Mustangs,None,Left,Medium,Fast,9,0,Goal
Andrew Billhardt,,USF Bulls,11,2019,Cincinnati Bearcats University,None,Left,Medium,Medium,2,0,Goal
Dario Suarez,,FC Tulsa,5,2023,Detroit City,None,Right,Medium,Medium,6,0,Goal
Dario Suarez,,FC Tulsa,10,2022,Indy Eleven,None,Right,Medium,Fast,5,0,Goal
Dario Suarez,,FC Tulsa,8,2022,Hartford Athletic,None,Right,Medium,Fast,2,1,Goal
Dario Suarez,,FC Tulsa,9,2021,Sporting Kansas City II,None,Right,Medium,Fast,2,0,Goal
Dario Suarez,,FC Tulsa,9,2021,Birmingham Legion,None,Right,Medium,Fast,2,2,Goal
Dario Suarez,,FC Tulsa,9,2021,Indy Eleven,None,Right,Medium,Fast,6,0,Goal
Dario Suarez,,FC Tulsa,6,2021,Sporting Kansas City II,None,Right,Medium,Fast,5,0,Goal
Eder Borelli,El Paso Locomotive,El Paso Locomotive,10,2020,New Mexico United,None,Left,Medium,Fast,2,0,Goal
Denys Kostyshyn,,Kolos Kovalivka,4,2021,Olimpik Donetsk,None,Left,Fast,Fast,6,1,Goal
Denys Kostyshyn,,Kolos Kovalivka,12,2020,Nyva Vinnytsya,None,Left,Fast,Medium,9,0,Goal
Josue Gomez,,El Paso Locomotive,6,2022,Phoenix Rising,None,Left,Medium,Fast,2,0,Goal
Josue Gomez,,El Paso Locomotive,4,2022,Oakland Roots,None,Left,Medium,Fast,1,0,Miss
Josue Gomez,,El Paso Locomotive,4,2022,Monterey Bay FC,None,Left,Medium,Fast,2,1,Goal
Josue Gomez,,El Paso Locomotive,10,2020,Phoenix Rising,None,Left,Medium,Medium,1,3,Miss
Josue Gomez,,El Paso Locomotive,9,2020,San Antonio FC,None,Left,Medium,Medium,2,0,Goal
Josue Gomez,,El Paso Locomotive,7,2020,New Mexico United,None,Left,Medium,Fast,2,0,Goal
Josue Gomez,,Juarez,3,2017,Queretaro,None,Left,Fast,Fast,2,0,Goal
Luis Solignac,,El Paso Locomotive,6,2023,Las Vegas Lights,None,Right,Medium,Fast,8,2,Goal
Luis Solignac,,El Paso Locomotive,6,2023,Las Vegas Lights,None,Right,Medium,Medium,3,0,Save
Luis Solignac,,El Paso Locomotive,8,2022,Monterey Bay FC,None,Right,Medium,Medium,5,3,Miss
Luis Solignac,,El Paso Locomotive,5,2022,Pittsburgh Riverhounds,None,Right,Fast,Medium,3,0,Save
Luis Solignac,,El Paso Locomotive,5,2022,Loudoun United,None,Right,Medium,Fast,9,0,Goal
Luis Solignac,,El Paso Locomotive,7,2021,San Antonio FC,None,Right,Medium,Medium,9,0,Goal
Luis Solignac,,San Antonio FC,9,2020,El Paso Locomotive,None,Right,Fast,Slow,4,2,Goal
Luis Solignac,,San Antonio FC,8,2020,FC Tulsa,None,Right,Medium,Fast,2,0,Goal
Adam Armour,,Crown Legacy FC,3,2023,Huntsville City,None,Left,Medium,Medium,6,3,Miss
Chase Bromstedt,,Tulsa Hurricane University,4,2021,Temple Owls University,None,Left,Medium,Medium,9,1,Goal
Bradley Bourgeois,,FC Tulsa,10,2020,El Paso Locomotive,None,Right,Medium,Medium,3,1,Goal
Justin Malou,,Clemson Tigers,12,2021,Notre Dame,None,Right,Medium,Fast,9,0,Goal
Justin Malou,,Clemson Tigers,12,2021,Oregon State Beavers,None,Right,Medium,Medium,9,0,Goal
Roger Bonet,,Inter Turku,10,2022,VPS,None,Left,Medium,Medium,9,0,Save
Roger Bonet,,Inter Turku,6,2022,HJK,None,Left,Medium,Medium,9,2,Goal
Roger Bonet,,Inter Turku,6,2022,Lahti,None,Left,Medium,Medium,9,0,Goal
Jorge Corrales,,Chicago Fire,6,2018,Columbus Crew,None,Left,Medium,Medium,8,0,Goal
Blaine Ferri,,North Texas,4,2022,Colorado Rapids II,None,Left,Medium,Fast,2,2,Goal
Eric Bird,,Rio Grande Valley,7,2017,Real Monarchs,None,Right,Medium,Medium,6,0,Save
Eric Bird,,Rio Grande Valley,6,2017,Reno 1868,None,Right,Medium,Fast,8,0,Goal
Moses Dyer,,Valour FC,7,2022,Atletico Ottawa,None,Right,Fast,Medium,8,0,Goal
Moses Dyer,,Valour FC,4,2022,Atletico Ottawa,None,Right,Medium,Fast,9,2,Goal
Moses Dyer,,Valour FC,4,2022,Pacific FC,None,Right,Fast,Fast,2,1,Goal
Moses Dyer,,Valour FC,10,2021,Edmonton,None,Right,Medium,Medium,2,0,Goal
Moses Dyer,,Valour FC,7,2021,Atletico Ottawa,None,Right,Medium,Medium,7,0,Goal
Moses Dyer,,Valour FC,7,2021,Atletico Ottawa,None,Right,Medium,Medium,2,0,Goal
Moses Dyer,,Valour FC,6,2021,Forge,None,Right,Medium,Medium,9,1,Goal
Moses Dyer,,Eastern Suburbs,1,2017,Hawke's Bay United,None,Right,Medium,Medium,2,0,Goal
Moses Dyer,,New Zealand,6,2016,Papau New Guinea,None,Right,Medium,Medium,2,0,Goal
Collin Fernandez,,Sporting Kansas City II,5,2022,North Texas,None,Left,Medium,Medium,9,0,Save
Collin Fernandez,,Sporting Kansas City II,4,2022,Houston Dynamo II,None,Left,Medium,Medium,6,2,Save
Collin Fernandez,,Sporting Kansas City II,3,2022,Colorado Rapids II,None,Left,Medium,Slow,5,2,Goal
Phillip Goodrum,,Memphis 901,4,2023,Atlanta United,None,Right,Medium,Fast,8,0,Goal
Phillip Goodrum,,Memphis 901,3,2022,Pittsburgh Riverhounds,None,Right,Medium,Medium,4,0,Save
Phillip Goodrum,,Atlanta United II,8,2020,Tampa Bay Rowdies,None,Right,Medium,Fast,2,0,Goal
Milo Yosef,,Marshall Thundering Herd,11,2022,Virginia Cavaliers,None,Right,Medium,Medium,8,0,Goal
Marcus Epps,,New York Red Bulls II,7,2019,Atlanta United II,None,Right,Medium,Medium,3,0,Goal
Richard Sanchez,,Chicago Fire,6,2018,Columbus Crew,None,Right,Slow,Medium,9,0,Goal
Kaveh Rad,,Sporting Kansas City II,5,2022,Vancouver Whitecaps II,None,Right,Medium,Slow,8,0,Goal
Ash Apollon,,Long An,4,2017,Sai Gon,None,Left,Slow,Fast,4,0,Save
Andre Lewis,,Hartford Athletic,10,2022,Charleston Battery,None,Right,Medium,Fast,9,2,Goal
Kyle Edwards,,Houston Dynamo II,9,2022,Tacoma Defiance,None,Right,Slow,Fast,3,1,Goal
Kyle Edwards,,Houston Dynamo II,10,2022,Minnesota United II,None,Right,Slow,Medium,3,0,Goal
Kyle Edwards,,Houston Dynamo II,7,2022,North Texas,None,Right,Slow,Medium,2,0,Goal
Kyle Edwards,,Houston Dynamo II,7,2022,Real Monarchs,None,Right,Slow,Medium,3,1,Goal
Danny Barrera,,Hartford Athletic,10,2021,New Mexico United,None,Left,Fast,Medium,9,0,Goal
Danny Barrera,,Hartford Athletic,8,2021,Pittsburgh Riverhounds,None,Left,Fast,Medium,2,0,Goal
Danny Barrera,,Hartford Athletic,8,2021,Charleston Battery,None,Left,Medium,Fast,2,0,Goal
Antoine Hoppenot,,Detroit City,5,2022,Louisville City,None,Right,Medium,Fast,9,1,Goal
Antoine Hoppenot,,Reno 1868,10,2017,Real Monarchs,None,Right,Medium,Fast,3,1,Save
Antoine Hoppenot,,Reno 1869,8,2017,Swope Park Rangers,None,Right ,Medium,Fast,3,1,Goal
Antoine Hoppenot,,Reno 1870,7,2017,LA Galaxy II,None,Right,Medium,Fast,3,1,Goal
Jeciel Cedeno,,New York Red Bulls II,5,2019,Motown,None,Left,Medium,Medum,2,0,Goal
Elvis Amoh,,Colorado Springs Switchbacks,10,2022,Sacramento Republic,None,Right,Slow,Medium,7,0,Save
Elvis Amoh,,Rio Grande Valley,11,2021,San Antonio FC,None,Right,Slow,Medium,2,2,Goal
Elvis Amoh,,Rio Grande Valley,11,2021,Phoenix Rising,None,Right ,Slow,Medium,8,0,Goal
Elvis Amoh,,Rio Grande Valley,11,2021,Phoenix Rising,None,Right,Slow,Medium,3,1,Goal
Elvis Amoh,,Rio Grande Valley,9,2021,Loudoun United,None,Right,Medium,Medium,2,0,Goal
Elvis Amoh,,Loudoun United,8,2020,New York Red Bulls II,None,Right,Slow,Medium,2,0,Goal
Elvis Amoh,,Loudoun United,8,2020,Hartford Athletic,None,Right,Slow,Medium,7,0,Goal
Elvis Amoh,,Loudoun United,7,2020,Hartford Athletic,None,Right,Slow,Medium,7,2,Goal
Kyle Edwards,,Saint Vincent & the Grenadines,3,2023,Nicaragua,None,Right,Medium,Medium,2,0,Goal
Tyler Bagley,,Cornell Big Red,10,2021,Brown Bears,None,Right,Medium,Fast,2,1,Goal
Tyler Bagley,,Cornell Big Red,9,2021,UC Santa Barbara Gauchos,None,Right,Medium,Fast,2,0,Goal
Jacob Bushue,,Jaro,5,2022,MP,None,Right,Medium,Medium,4,0,Save
Justin Ingram,,Loyola Greyhounds,11,2021,North Carolina Heels,None,Right,Medium,Medium,4,3,Miss
Justin Ingram,,Loyola Greyhounds,10,2021,Navy Midshipmen,None,Right,Medium,Medium,8,0,Goal
Justin Ingram,,Loyola Greyhounds,10,2021,American Eagles,None,Right,Medium,Medium,3,0,Save
Justin Ingram,,Loyola Greyhounds,10,2021,American Eagles,None,Right,Medium,Fast,9,0,Goal
Justin Ingram,,Loyola Greyhounds,10,2021,Lafayette Leopards,None,Right,Medium,Medium,9,0,Goal
Justin Ingram,,Loyola Greyhounds,9,2021,Lehigh Mountain Hawks,None,Right,Medium,Medium,2,0,Goal
Justin Ingram,,Loyola Greyhounds,4,2021,American Eagles,None,Right,Medium,Medium,9,0,Goal
Justin Ingram,,Loyola Greyhounds,4,2021,Navy Midshipmen,None,Right,Medium,Medium,2,0,Goal
Justin Ingram,,Loyola Greyhounds,3,2021,American Eagles,None,Right,Medium,Fast,3,3,Miss
Daniel Rios,,Houston Dynamo II,9,2022,Tacoma Defiance,None,Right,Medium,Fast,2,2,Goal
Issa Rayyan,,Philadelphia Union II,10,2020,Hartford Athletic,None,Right,Medium,Fast,4,0,Save
Pato Botello Faz,,Las Vegas Lights,5,2023,FC Tulsa,None,Right,Medium,Fast,3,1,Goal
Erick Torres,,Las Vegas Lights,5,2023,Charleston Battery,Trey Muse,Right,Medium,Fast,6,1,Save
Erick Torres,,Orange County SC,6,2022,New Mexico United,Alex Tambakis,Right,Medium,Fast,4,0,Save
Erick Torres,,Orange County SC,6,2022,Oakland Roots,None,Right,Medium,Fast,5,1,Goal
Erick Torres,,Orange County SC,4,2022,Sacramento Republic,None,Right,Medium,Fast,5,1,Goal
Erick Torres,,Tijuana,2,2020,Morelia,None,Right,Medium,Medium,9,0,Goal
Erick Torres,,Tijuana U20,1,2020,Club America U20,None,Right,Medium,Medium,4,0,Save
Erick Torres,,Tijuana U20,8,2019,Toluca U20,None,Right,Medium,Fast,9,0,Goal
Erick Torres,,Tijuana U20,4,2019,Lobos BUAP U20,None,Right,Medium,Medium,8,3,Miss
Erick Torres,,Pumas UNAM,2,2018,Lobos BUAP  ,None,Right,Fast,Fast,2,0,Goal
Erick Torres,,Pumas UNAM,2,2018,Lobos BUAP,None,Right,Medium,Fast,3,1,Save
Erick Torres,,Chivas USA,10,2014,Real Salt Lake,None,Right,Medium,Medium,8,0,Save
Erick Torres,,Chivas USA,7,2014,DC United,None,Right,Medium,Medium,3,0,Goal
Erick Torres,,Chivas USA,5,2014,Houston Dynamo,None,Right,Medium,Medium,7,0,Goal
Erick Torres,,Chivas USA,4,2014,Seattle Sounders,None,Right,Fast,Medium,8,0,Goal
Erick Torres,,Chivas USA,3,2014,Chicago Fire  ,None,Right,Medium,Fast,9,0,Goal
Erick Torres,,Chivas USA,8,2013,New York Red Bulls ,None,Right,Fast,Fast,2,0,Goal
Andrew Carleton,,Las Vegas Lights,8,2023,Loudoun United,None,Right,Medium,Fast,3,1,Save
Andrew Carleton,,Las Vegas Lights,7,2023,Sacramento Republic,None,Right,Medium,Fast,2,1,Goal
Andrew Carleton,,San Diego Loyal,4,2022,Louisville City,None,Right,Medium,Fast,8,2,Goal
Andrew Carleton,,Atlanta United II,4,2018,Louisville City,None,Right,Medium,Fast,2,0,Goal
Andrew Carleton,,Atlanta United II,4,2018,,None,Right,Medium,Fast,4,3,Miss
Andrew Carleton,,USYNT U17,11,2016,Portugal U17,None,Right,Medium,Medium,2,2,Goal
Emmanuel Ledesma,,SJK,6,2021,KuPS,None,Left,Medium,Fast,7,1,Save
Emmanuel Ledesma,,SJK,9,2020,KTP,None,Left,Fast,Fast,7,0,Save
Emmanuel Ledesma,,SJK,9,2019,Haka,None,Left,Medium,Fast,7,0,Goal
Emmanuel Ledesma,,FC Cincinnatti,9,2019,Toronto FC,None,Left,Medium,Medium,9,1,Goal
Emmanuel Ledesma,,FC Cincinnatti,9,2019,FC Dallas,None,Left,Medium,Fast,9,0,Goal
Emmanuel Ledesma,,FC Cincinnatti,8,2019,New York City FC,None,Left,Medium,Medium,8,0,Save
Emmanuel Ledesma,,FC Cincinnatti,7,2019,DC United,None,Left,Medium,Medium,2,0,Goal
Emmanuel Ledesma,,FC Cincinnatti,8,2018,Tampa Bay Rowdies,None,Left,Medium,Fast,9,0,Goal
Emmanuel Ledesma,,FC Cincinnatti,8,2018,Tampa Bay Rowdies,None,Left,Medium,Medium,9,0,Goal
Emmanuel Ledesma,,FC Cincinnatti,5,2018,North Carolina FC,None,Left,Medium,Medium,9,0,Goal
Emmanuel Ledesma,,New York Cosmos,7,2017,Indy Eleven,None,Left,Medium,Fast,9,0,Goal
Denil Maldonado,,Honduras U22,8,2019,Mexico U22,None,Right,Medium,Fast,9,2,Goal
Sergi Palencia Hurtado,,FC Barcelona,7,2018,Tottenham Hotspur,None,Right,Slow,Medium,3,2,Goal
Sergi Palencia Hurtado,,FC Barcelona,3,2018,Espanyol,None,Right,Slow,Fast,3,2,Goal
Jeremi Rodriguez Borja,,Los Angeles FC II,3,2023,North Texas SC,None,Left,Slow,Medium,6,0,Save
Timothy Tillman,,Gruether Furth,12,2020,Hoffenheim,None,Right,Medium,Medium,2,1,Goal
Timothy Tillman,,Bayern Munich U19,5,2017,Borussia Dortmund,None,Right,Medium,Medium,6,0,Save
Erik Duenas,,Los Angeles FC II,4,2023,Vancouver Whitecaps II,None,Right,Medium,Medium,2,0,Save
Mateusz Bogusz,,UD Logrones,12,2020,Rayo Vallecano,None,Right,Medium,Fast,3,1,Goal
Nathan Ordaz,,Los Angeles FC II,4,2023,Vancouver Whitecaps II,None,Left,Medium,Medium,2,0,Goal
Yekenson Subah,,Real Monarchs,4,2022,Vancouver Whitecaps II,None,Right,Medium,Medium,7,3,Miss
Ladji Malle,,Los Angeles FC II,4,2023,Vancouver Whitecaps II,None,Left,Slow,Fast,7,0,Save
Dustin Aguirre Barreneche,,Los Angeles FC II,4,2023,Vancouver Whitecaps II,None,Right,Medium,Medium,3,0,Save
Bryce Washington,,Pittsburgh Panthers University,2,2021,Duquense Dukes,None,Right,Slow,Medium,2,0,Goal
Kwame Awuah,,St. Louis City II,4,2022,Louisville City,None,Left,Medium,Medium,3,0,Goal
Yanis Leerman,,UCF Knights University,11,2021,Memphis Tigers,None,Right,Medium,Fast,8,0,Goal
Yanis Leerman,,UCF Knights University,4,2021,SMU Mustangs,None,Right,Medium,Medium,8,2,Goal
